,text,merged_entities
722,"the counseling services are great, i used it throughout the pandemic. knowing how to connect with counseling needs to be addressed","[{'start': 0, 'end': 69, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 70, 'end': 130, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Suggestion', 'Service Availability - Suggestion']}]"
723,"there was an event for basic needs recently, which was helpful in pointing out resources.","[{'start': 0, 'end': 89, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'Wellness Service - Positive', 'On-campus Service - Positive']}]"
724,"maybe something surrounding family. i know from experience that talking about your mental health and emotions isn’t something families to normally and it makes it extremely hard to open up, even to friends ","[{'start': 0, 'end': 206, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['General - Suggestion', 'General - Suggestion', 'Counseling Service - Suggestion']}]"
725,"i would like to be able to have an actual therapist to talk to on campus. with teachers or counselors, i feel obligated to only gloss over my personal life and really focus on my academic needs. i feel as though that the health center does not help when it comes to referring students to a real therapist. ","[{'start': 0, 'end': 73, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Negative', 'Therapy Service - Suggestion', 'Counseling Service - Suggestion']}, {'start': 74, 'end': 194, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation', 'Counseling Service - Limitation']}, {'start': 195, 'end': 306, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Negative', 'Service Availability - Suggestion', 'Therapy Service - Limitation']}]"
726,we only have one counselor at the asia campus. she's nice but not every person works well with the same type of counselor.,"[{'start': 0, 'end': 122, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation']}, {'start': 0, 'end': 57, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Limitation']}]"
727,more access and awareness for guys seeking mental health and being comfortable with expressing themselves.,"[{'start': 0, 'end': 106, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'Mental Health Service - Suggestion', 'Mental Health Service - Positive']}]"
728,"vcu needs to offer free, confidential therapy to students  who may not be able to afford a therapist or whose parents dont support the idea of therapy","[{'start': 0, 'end': 150, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Negative', 'On-campus Service - Suggestion', 'Therapy Service - Suggestion']}]"
729,"there is a lot that i don't use as i don't like to talk to people in person about my issues, but also don't want to put it online so it's a hard balance to follow, so more open about where and who i should talk to anonymously would be good.","[{'start': 164, 'end': 240, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Suggestion', 'Mental Health Service - Suggestion']}, {'start': 0, 'end': 239, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['General - Limitation', 'General - Suggestion']}]"
730,gathering more people to know each other. as a stress reliever and help each other out,"[{'start': 0, 'end': 86, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_label': 'General - Suggestion'}]"
731,"i think that there needs to be greater accessibility to on campus counseling and therapy. if it was easier to get an appointment, or talk to someone over the phone, it would be easier","[{'start': 0, 'end': 90, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Suggestion']}, {'start': 90, 'end': 183, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Suggestion', 'Counseling Service - Suggestion']}]"
732,i am not sure as i have not utilized the mental health/wellness services on campus. ,"[{'start': 0, 'end': 84, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['On-campus Service - Neutral', 'General - Neutral', 'General - Neutral']}]"
733,"it is widely known that if you need to see a counselor, it will take at least weeks to get you in if not a month or so. i think this is a big failing and students should be able to get support right away. you can always go to the caps office at any point for a one time visit but that is also hard to schedule and not widely advertised.","[{'start': 0, 'end': 336, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation']}]"
734,"haven't used it to know--but from my impression limited attention is given to men/male issues due to sexism, and inability to address issues faced by christians being persecuted (for instance from own family)","[{'start': 0, 'end': 208, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['General - Negative', 'General - Limitation', 'On-campus Service - Limitation']}]"
735,there are a good number of available resources but i feel like they should advertise them more. like tell people how (and in what situations) they can help.,"[{'start': 0, 'end': 156, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
736,i have not utilized any so i cannot speak on them at the moment.,"[{'start': 0, 'end': 64, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral', 'General - Neutral']}]"
737,i haven’t used any of stony mental health resources so i’m not sure but based on other peoples experiences i believe they should have a 24 hour service with people who are more empathetic ,"[{'start': 0, 'end': 188, 'aspects': ['Hotline Service'], 'sentiments': ['Negative'], 'raw_labels': ['Hotline Service - Negative', 'Hotline Service - Suggestion', 'Hotline Service - Suggestion']}]"
738,im not sure. i havent really used my college's mental health services,"[{'start': 0, 'end': 69, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['Mental Health Service - Neutral', 'General - Neutral', 'General - Neutral']}]"
739,"peer counseling is advertised well. however, these are college aged peers. they don't know what they're doing. they should have a certification/program of some kind if they don't already","[{'start': 0, 'end': 35, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Positive', 'Mental Health Service - Positive', 'On-campus Service - Positive']}, {'start': 36, 'end': 186, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation']}]"
740,mental health services are not the best. i had to find resources outside of school.,"[{'start': 0, 'end': 83, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'On-campus Service - Negative', 'Mental Health Service - Negative']}]"
741,once i was able to meet with a mental health counselor things looked better with my mental health. i was able to comfortably talk with my counselor and schedule regular sessions. my counselor also connected me to a case manager and through them i was able to find long-term therapy providers. i wish the counseling center had more staff. it seems mental health concerns are more prominent in college and with the pandemic. the soonest i was able to see my counselor the first time was a few weeks out from when i scheduled it. but sometimes people need support that isn't necessarily a dire emergency. ,"[{'start': 0, 'end': 292, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Mental Health Service - Positive']}, {'start': 293, 'end': 602, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation']}, {'start': 293, 'end': 336, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Suggestion']}]"
742,"i appreciate slcc efforts for inclusion and diversity. despite the fact that we still have a long way to go, i feel like slcc does the best job out of all major universities/colleges in the whole state. ","[{'start': 0, 'end': 203, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive']}]"
743,"i’m glad that my school offers counseling and mental health services.  however, they are very difficult to get an appointment with and they are not available as a regular counselor.","[{'start': 0, 'end': 70, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 70, 'end': 181, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Negative']}]"
744,i have not seen any or heard of any services that the college can offer for mental health.,"[{'start': 0, 'end': 90, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'Mental Health Service - Limitation', 'On-campus Service - Negative']}]"
745,i haven’t personally tried to use them but i have heard other students say support is weak,"[{'start': 0, 'end': 90, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Negative']}]"
746,"i have not sought out any counseling on campus simply for the lack of knowledge on how it works. i think a newsletter of some kind that shows where to go, who you will be seeing, how to schedule an appointment online with a provider, and programs available to students would be helpful. ","[{'start': 0, 'end': 287, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
