sample_id,text,merged_entities,gold_struct,candidates_final
766,"caps is working particularly well, but only for short-term issues. i wish there was a better option for long-term therapy with less focus on doing well academically and a bigger focus on holistic outlooks","[{'start': 0, 'end': 33, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_label': 'On-campus Service - Positive'}, {'start': 35, 'end': 204, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]","{'aspect_set': ['On-campus Service', 'Service Availability'], 'by_aspect': {'On-campus Service': {'label': 'Positive', 'evidence': [{'span': [0, 33]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [35, 204]}]}}}","[""On-campus Service"", ""Service Availability""]"
767,i believe that fiu has great mental health and wellness programs overall. i just find it a bit difficult to have access to them. i wish i could just call and be able to speak to a therapist about what i am feeling and what is going on in my life.,"[{'start': 0, 'end': 74, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 74, 'end': 246, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'Hotline Service - Suggestion', 'Therapy Service - Suggestion']}, {'start': 74, 'end': 128, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Limitation', 'Service Availability - Limitation']}]","{'aspect_set': ['On-campus Service', 'Service Availability'], 'by_aspect': {'On-campus Service': {'label': 'Positive', 'evidence': [{'span': [0, 74]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [74, 128]}]}}}","[""On-campus Service"", ""Service Availability""]"
770,i have consistently been very pleased with the mental health support that uwrf has provided me. the one thing that i wish that you guys would do is establish and maintain connections with local deliverance ministries so that people like me would know which ministries are available.,"[{'start': 0, 'end': 95, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'On-campus Service - Positive', 'Mental Health Service - Positive']}, {'start': 96, 'end': 282, 'aspects': ['Wellness Service'], 'sentiments': ['Negative'], 'raw_labels': ['Wellness Service - Suggestion', 'Wellness Service - Suggestion', 'General - Suggestion']}]","{'aspect_set': ['Mental Health Service', 'Wellness Service'], 'by_aspect': {'Mental Health Service': {'label': 'Positive', 'evidence': [{'span': [0, 95]}]}, 'Wellness Service': {'label': 'Negative', 'evidence': [{'span': [96, 282]}]}}}","[""Mental Health Service"", ""Wellness Service""]"
771,"there are plenty of resources that are helpful like a certain amount t of free counseling sessions, but the staff are not diverse which does not help any students that would like to talk to someone they feel they can relate to","[{'start': 0, 'end': 100, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'On-campus Service - Positive']}, {'start': 100, 'end': 226, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Negative', 'Service Availability - Limitation', 'On-campus Service - Suggestion']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 100]}]}}}","[""Counseling Service""]"
772,there is often a large wait for people who are seeking counseling. ,"[{'start': 0, 'end': 66, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 66]}]}}}","[""Service Availability""]"
773,it takes way to long to schedule an appointment with a therapist or a counselor,"[{'start': 0, 'end': 79, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 79]}]}}}","[""Service Availability""]"
774,"i feel that at first the group therapy was helpful as a stress relief, but eventually it became an anxiety of having to participate and eventually feeling uncomfortable in that environment sharing my personal issues. ","[{'start': 0, 'end': 217, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Negative', 'Therapy Service - Limitation', 'Therapy Service - Limitation']}, {'start': 0, 'end': 70, 'aspects': ['Therapy Service'], 'sentiments': ['Positive'], 'raw_labels': ['Therapy Service - Positive', 'Therapy Service - Positive']}]","{'aspect_set': ['Therapy Service'], 'by_aspect': {'Therapy Service': {'label': 'MIXED', 'evidence': [{'span': [0, 70]}, {'span': [0, 217]}]}}}","[""Therapy Service""]"
775,"being able to get support via telecounseling is great. however, the process was very protracted, and i think it should be more accessible.","[{'start': 0, 'end': 54, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Positive', 'Hotline Service - Positive', 'On-campus Service - Positive']}, {'start': 55, 'end': 138, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'On-campus Service - Limitation']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [55, 138]}]}}}","[""Service Availability""]"
776,the pet therapy program is not as effective (i've heard) as the university hoped for. most people are disappointed that money is going towards this than expanding counseling services.,"[{'start': 0, 'end': 86, 'aspects': ['Wellness Service'], 'sentiments': ['Negative'], 'raw_labels': ['Wellness Service - Negative', 'Wellness Service - Limitation']}, {'start': 86, 'end': 183, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Limitation']}]","{'aspect_set': ['On-campus Service', 'Wellness Service'], 'by_aspect': {'Wellness Service': {'label': 'Negative', 'evidence': [{'span': [0, 86]}]}, 'On-campus Service': {'label': 'Negative', 'evidence': [{'span': [86, 183]}]}}}","[""On-campus Service"", ""Wellness Service""]"
777,gw and professors need to be more understanding and accommodating to students struggling with mental health instead of telling them to quit.,"[{'start': 0, 'end': 140, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['General - Negative', 'General - Negative', 'General - Suggestion']}]","{'aspect_set': ['General'], 'by_aspect': {'General': {'label': 'Negative', 'evidence': [{'span': [0, 140]}]}}}","[""General""]"
778,"pal hotline is good, need more counselors since they often get booked","[{'start': 0, 'end': 21, 'aspects': ['Hotline Service'], 'sentiments': ['Positive'], 'raw_labels': ['Hotline Service - Positive', 'Hotline Service - Positive', 'Hotline Service - Positive']}, {'start': 21, 'end': 69, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Counseling Service - Suggestion']}]","{'aspect_set': ['Hotline Service', 'Service Availability'], 'by_aspect': {'Hotline Service': {'label': 'Positive', 'evidence': [{'span': [0, 21]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [21, 69]}]}}}","[""Hotline Service"", ""Service Availability""]"
779,"to be honest, they always say there are opportunities, but i've heard plenty of horror stories from both uhs psych and bad experiences at caps that i hesitate to rely on them","[{'start': 0, 'end': 174, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Negative', 'General - Limitation']}]","{'aspect_set': ['On-campus Service'], 'by_aspect': {'On-campus Service': {'label': 'Negative', 'evidence': [{'span': [0, 174]}]}}}","[""On-campus Service""]"
780,the whole counseling program is seriously understaffed and ineffective. did not feel supported or heard at all. ,"[{'start': 0, 'end': 111, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 111]}]}}}","[""Service Availability""]"
781,"on campus counseling does well

ub police office mental health training needs more attention","[{'start': 0, 'end': 30, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 32, 'end': 92, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'Wellness Service - Suggestion', 'Mental Health Service - Suggestion']}]","{'aspect_set': ['Counseling Service', 'Mental Health Service'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 30]}]}, 'Mental Health Service': {'label': 'Negative', 'evidence': [{'span': [32, 92]}]}}}","[""Counseling Service"", ""Mental Health Service""]"
783,i think they only advertise the resources when a bad event happens.,"[{'start': 0, 'end': 67, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_label': 'General - Negative'}]","{'aspect_set': ['General'], 'by_aspect': {'General': {'label': 'Negative', 'evidence': [{'span': [0, 67]}]}}}","[""General""]"
785,"the college has a lot of services but medical intervention is typically a band aid for other deeply rooted problems. this is not a college-specific issue, however","[{'start': 0, 'end': 162, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'General - Suggestion', 'General - Limitation']}]","{'aspect_set': ['General'], 'by_aspect': {'General': {'label': 'Negative', 'evidence': [{'span': [0, 162]}]}}}","[""General""]"
786,"i think it’s great that we have caps, but i don’t think that it’s big enough to service everyone who would benefit from it.  i’ve heard from many people that they waited months to get an initial appointment, which has caused me to skip that resource entirely and search for off campus options.  i’m lucky to have that option, but i know many students don’t.","[{'start': 0, 'end': 36, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Positive', 'Counseling Service - Positive']}, {'start': 37, 'end': 293, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}, {'start': 295, 'end': 357, 'aspects': [], 'sentiments': [], 'raw_labels': ['General - Limitation', 'General - Positive']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [37, 293]}]}}}","[""Service Availability""]"
787,there are not enough counselors so i have heard it is hard to have appointments at a necessary frequency. ,"[{'start': 0, 'end': 106, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 106]}]}}}","[""Service Availability""]"
